		GENOME: 1004954.6	GENOME: 520487.6	GENOME: 29461.21
FAMILY: PGF_00016328	FAMILY Name: LSU ribosomal protein L10p (P0)	1	8	1
FAMILY: PGF_00016338	FAMILY Name: ATP-dependent Clp protease ATP-binding subunit ClpX	1	8	1
FAMILY: PGF_00016340	FAMILY Name: LSU ribosomal protein L14p (L23e)	1	8	1
FAMILY: PGF_00016342	FAMILY Name: LSU ribosomal protein L15p (L27Ae)	1	8	1
FAMILY: PGF_00016343	FAMILY Name: LSU ribosomal protein L16p (L10e)	1	8	1
FAMILY: PGF_00016346	FAMILY Name: LSU ribosomal protein L17p	1	8	1
FAMILY: PGF_00016353	FAMILY Name: LSU ribosomal protein L18p (L5e)	1	8	1
FAMILY: PGF_00016357	FAMILY Name: LSU ribosomal protein L1p (L10Ae)	1	8	1
FAMILY: PGF_00016358	FAMILY Name: LSU ribosomal protein L20p	1	8	1
FAMILY: PGF_00016361	FAMILY Name: ATP-dependent Clp protease adaptor protein ClpS	1	8	1
FAMILY: PGF_00016368	FAMILY Name: LSU ribosomal protein L22p (L17e)	1	8	1
FAMILY: PGF_00016374	FAMILY Name: LSU ribosomal protein L23p (L23Ae)	1	8	1
FAMILY: PGF_00016377	FAMILY Name: LSU ribosomal protein L24p (L26e)	1	8	1
FAMILY: PGF_00016385	FAMILY Name: LSU ribosomal protein L27p	1	8	1
FAMILY: PGF_00016393	FAMILY Name: LSU ribosomal protein L2p (L8e)	1	8	1
FAMILY: PGF_00016395	FAMILY Name: LSU ribosomal protein L30p (L7e)	1	8	1
FAMILY: PGF_00016406	FAMILY Name: LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent	1	8	1
FAMILY: PGF_00016416	FAMILY Name: LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent	1	8	1
FAMILY: PGF_00016418	FAMILY Name: LSU ribosomal protein L34p	1	8	1
FAMILY: PGF_00016423	FAMILY Name: LSU ribosomal protein L35p	1	8	1
FAMILY: PGF_00016425	FAMILY Name: LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-independent	1	8	1
FAMILY: PGF_00016431	FAMILY Name: LSU ribosomal protein L3p (L3e)	1	8	1
FAMILY: PGF_00016439	FAMILY Name: LSU ribosomal protein L4p (L1e)	1	8	1
FAMILY: PGF_00016443	FAMILY Name: LSU ribosomal protein L5p (L11e)	1	8	1
FAMILY: PGF_00016444	FAMILY Name: LSU ribosomal protein L6p (L9e)	1	8	1
FAMILY: PGF_00016445	FAMILY Name: LSU ribosomal protein L7p/L12p (P1/P2)	1	8	1
FAMILY: PGF_00016452	FAMILY Name: LSU ribosomal protein L9p	1	8	1
FAMILY: PGF_00016477	FAMILY Name: ATP-dependent DNA helicase	2	16	1
FAMILY: PGF_00016546	FAMILY Name: Lactoylglutathione lyase (EC 4.4.1.5)	2	16	2
FAMILY: PGF_00016669	FAMILY Name: Large exoproteins involved in heme utilization or adhesion	1	8	1
FAMILY: PGF_00016919	FAMILY Name: Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	1	8	1
FAMILY: PGF_00017109	FAMILY Name: Lipid-A-disaccharide synthase (EC 2.4.1.182)	1	8	1
FAMILY: PGF_00017190	FAMILY Name: Lipopolysaccharide ABC transporter, ATP-binding protein LptB	1	8	1
FAMILY: PGF_00017218	FAMILY Name: Membrane protein involved in the export of O-antigen and teichoic acid	1	8	1
FAMILY: PGF_00017389	FAMILY Name: ATP-dependent RNA helicase Atu1833	1	8	1
FAMILY: PGF_00017406	FAMILY Name: ATP-dependent RNA helicase Atu4171	1	8	1
FAMILY: PGF_00017453	FAMILY Name: Lipoprotein, VirB7-like	2	16	2
FAMILY: PGF_00017464	FAMILY Name: Lipoprotein-releasing system ATP-binding protein LolD	1	8	1
FAMILY: PGF_00017479	FAMILY Name: Lipoyl synthase (EC 2.8.1.8)	1	8	1
FAMILY: PGF_00017617	FAMILY Name: Low-specificity L-threonine aldolase (EC 4.1.2.48)	1	8	1
FAMILY: PGF_00017640	FAMILY Name: Lipopolysaccharide export system protein LptA	1	8	1
FAMILY: PGF_00017735	FAMILY Name: LysE type translocator	1	8	1
FAMILY: PGF_00017743	FAMILY Name: LysM domain protein	1	8	1
FAMILY: PGF_00017784	FAMILY Name: LysR family regulatory protein CidR	1	8	1
FAMILY: PGF_00017836	FAMILY Name: LysR family transcriptional regulator STM3121	1	8	1
FAMILY: PGF_00018074	FAMILY Name: Lysozyme (N-acetylmuramidase) family, (EC 3.2.1.17)	2	16	2
FAMILY: PGF_00018084	FAMILY Name: Lysyl-tRNA synthetase (class I) (EC 6.1.1.6)	1	8	1
FAMILY: PGF_00018131	FAMILY Name: Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)	2	16	2
FAMILY: PGF_00018155	FAMILY Name: M20 Dipeptidases	1	8	1
FAMILY: PGF_00018522	FAMILY Name: Macrolide-specific efflux protein MacA	1	8	1
FAMILY: PGF_00018560	FAMILY Name: Magnesium and cobalt efflux protein CorC	1	8	1
FAMILY: PGF_00018927	FAMILY Name: Major pilus subunit of type IV secretion complex, VirB2	1	8	1
FAMILY: PGF_00018952	FAMILY Name: Malate dehydrogenase (EC 1.1.1.37)	1	8	1
FAMILY: PGF_00018965	FAMILY Name: Malate synthase G (EC 2.3.3.9)	1	8	1
FAMILY: PGF_00019038	FAMILY Name: ATP-dependent hsl protease ATP-binding subunit HslU	1	8	1
FAMILY: PGF_00019095	FAMILY Name: Maltose operon transcriptional repressor MalR, LacI family	1	8	1
FAMILY: PGF_00019124	FAMILY Name: Maltodextrin ABC transporter, permease protein MdxF	1	8	2
FAMILY: PGF_00019145	FAMILY Name: Maltodextrin ABC transporter, substrate-binding protein MdxE	2	16	2
FAMILY: PGF_00019236	FAMILY Name: Manganese transport protein MntH	1	8	1
FAMILY: PGF_00019246	FAMILY Name: Manganese uptake regulation protein MUR	1	8	1
FAMILY: PGF_00019272	FAMILY Name: Mannonate dehydratase (EC 4.2.1.8)	1	8	1
FAMILY: PGF_00019280	FAMILY Name: Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)	2	16	2
FAMILY: PGF_00019313	FAMILY Name: Mannose-6-phosphate isomerase ManA (EC 5.3.1.8)	1	8	1
FAMILY: PGF_00019354	FAMILY Name: Mannosyltransferase WbkA	1	8	1
FAMILY: PGF_00019355	FAMILY Name: Mannosyltransferase WbkE	1	8	1
FAMILY: PGF_00019391	FAMILY Name: MaoC-like dehydratase	2	16	2
FAMILY: PGF_00019428	FAMILY Name: ATP-dependent protease subunit HslV (EC 3.4.25.2)	1	8	1
FAMILY: PGF_00019484	FAMILY Name: Membrane alanine aminopeptidase N (EC 3.4.11.2)	1	8	1
FAMILY: PGF_00019579	FAMILY Name: Membrane lipoprotein lipid attachment site containing protein	1	8	1
FAMILY: PGF_00019678	FAMILY Name: Membrane protein	1	8	1
FAMILY: PGF_00019909	FAMILY Name: Membrane protein	1	8	1
FAMILY: PGF_00019970	FAMILY Name: Membrane protein TerC, possibly involved in tellurium resistance	1	8	1
FAMILY: PGF_00019982	FAMILY Name: Membrane protein involved in aromatic hydrocarbon degradation	2	16	1
FAMILY: PGF_00020021	FAMILY Name: Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	1	8	1
FAMILY: PGF_00020163	FAMILY Name: Inhibitor of vertebrate c-type lysozyme, outer membrane	1	8	1
FAMILY: PGF_00020168	FAMILY Name: Membrane-bound lytic murein transglycosylase A	1	8	1
FAMILY: PGF_00020172	FAMILY Name: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	1	8	1
FAMILY: PGF_00020361	FAMILY Name: Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	1	8	1
FAMILY: PGF_00020387	FAMILY Name: Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	1	8	1
FAMILY: PGF_00020735	FAMILY Name: Methionine aminopeptidase (EC 3.4.11.18)	1	8	1
FAMILY: PGF_00020742	FAMILY Name: Methionine gamma-lyase (EC 4.4.1.11)	1	8	1
FAMILY: PGF_00020793	FAMILY Name: ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	1	8	1
FAMILY: PGF_00020981	FAMILY Name: Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	1	8	1
FAMILY: PGF_00020984	FAMILY Name: Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	1	8	1
FAMILY: PGF_00020996	FAMILY Name: Methylglyoxal synthase (EC 4.2.3.3)	1	8	1
FAMILY: PGF_00021019	FAMILY Name: Methylmalonyl-CoA epimerase (EC 5.1.99.1) @ Ethylmalonyl-CoA epimerase	1	8	1
FAMILY: PGF_00021021	FAMILY Name: Methylmalonyl-CoA mutase (EC 5.4.99.2) / B12 binding domain of Methylmalonyl-CoA mutase (EC 5.4.99.2)	1	8	1
FAMILY: PGF_00021125	FAMILY Name: SAM-dependent methyltransferase	1	8	1
FAMILY: PGF_00021186	FAMILY Name: ATPase	1	8	1
FAMILY: PGF_00021390	FAMILY Name: Mg(2+)-transport-ATPase-associated protein MgtC	1	8	1
FAMILY: PGF_00021445	FAMILY Name: Microsomal dipeptidase (EC 3.4.13.19)	1	8	1
FAMILY: PGF_00021491	FAMILY Name: Mitochondrial processing peptidase-like protein (EC 3.4.24.64)	1	8	1
FAMILY: PGF_00021556	FAMILY Name: Mll2721 protein	1	8	1
FAMILY: PGF_00021631	FAMILY Name: Mll5001 protein	1	8	1
FAMILY: PGF_00021718	FAMILY Name: Mlr0777 protein	1	8	1
FAMILY: PGF_00021719	FAMILY Name: Mlr0789 protein	1	8	1
FAMILY: PGF_00021835	FAMILY Name: Mlr6145 protein	1	8	1
FAMILY: PGF_00021883	FAMILY Name: FIG00449901: hypothetical protein	1	8	1
FAMILY: PGF_00021933	FAMILY Name: MlrC	1	8	1
FAMILY: PGF_00022479	FAMILY Name: Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	1	8	1
FAMILY: PGF_00022507	FAMILY Name: Molybdopterin adenylyltransferase (EC 2.7.7.75)	1	8	1
FAMILY: PGF_00022527	FAMILY Name: Molybdopterin molybdenumtransferase (EC 2.10.1.1)	1	8	1
FAMILY: PGF_00022565	FAMILY Name: Molybdopterin synthase sulfur carrier subunit	1	8	1
FAMILY: PGF_00022575	FAMILY Name: Molybdopterin-binding oxidoreductase-like domains protein	1	8	1
FAMILY: PGF_00022577	FAMILY Name: Molybdopterin-guanine dinucleotide biosynthesis protein MobB	1	8	1
FAMILY: PGF_00022605	FAMILY Name: Monofunctional biosynthetic peptidoglycan transglycosylase	1	8	1
FAMILY: PGF_00022646	FAMILY Name: ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11	1	8	1
FAMILY: PGF_00022665	FAMILY Name: MotA/TolQ/ExbB proton channel family protein, probably associated with flagella	1	8	1
FAMILY: PGF_00022666	FAMILY Name: MotB-like protein Atu3746	1	8	1
FAMILY: PGF_00022677	FAMILY Name: ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4	1	8	1
FAMILY: PGF_00022776	FAMILY Name: Msr0370 protein	1	8	1
FAMILY: PGF_00023326	FAMILY Name: MarC family integral membrane protein	1	8	1
FAMILY: PGF_00023433	FAMILY Name: MutT/Nudix family protein	1	8	1
FAMILY: PGF_00023449	FAMILY Name: MutT/Nudix family protein	1	8	1
FAMILY: PGF_00023524	FAMILY Name: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [brucebactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis	1	8	1
FAMILY: PGF_00023565	FAMILY Name: Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)	1	8	2
FAMILY: PGF_00023591	FAMILY Name: N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	1	8	1
FAMILY: PGF_00023633	FAMILY Name: N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	1	8	1
FAMILY: PGF_00023634	FAMILY Name: N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	1	8	1
FAMILY: PGF_00023662	FAMILY Name: N-acetyl-D-glucosamine ABC transporter, permease protein 2	1	8	1
FAMILY: PGF_00023739	FAMILY Name: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	1	8	1
FAMILY: PGF_00023794	FAMILY Name: N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	1	8	1
FAMILY: PGF_00023833	FAMILY Name: N-acetylmannosaminyltransferase (EC 2.4.1.187)	1	8	1
FAMILY: PGF_00023946	FAMILY Name: N-acetyltransferase ElaA	1	8	1
FAMILY: PGF_00024225	FAMILY Name: 5-oxoprolinase (EC 3.5.2.9), HyuA-like domain / 5-oxoprolinase (EC 3.5.2.9), HyuB-like domain	1	8	1
FAMILY: PGF_00024234	FAMILY Name: N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	1	8	1
FAMILY: PGF_00024273	FAMILY Name: N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)	1	8	1
FAMILY: PGF_00024274	FAMILY Name: N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)	1	8	1
FAMILY: PGF_00024309	FAMILY Name: NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	1	8	1
FAMILY: PGF_00024322	FAMILY Name: NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	1	8	1
FAMILY: PGF_00024414	FAMILY Name: NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	1	8	1
FAMILY: PGF_00024415	FAMILY Name: NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)	1	8	1
FAMILY: PGF_00024479	FAMILY Name: NAD-dependent malic enzyme (EC 1.1.1.38)	1	8	1
FAMILY: PGF_00024540	FAMILY Name: NADH dehydrogenase (EC 1.6.99.3)	1	8	1
FAMILY: PGF_00024567	FAMILY Name: Acetate kinase (EC 2.7.2.1)	1	8	1
FAMILY: PGF_00024615	FAMILY Name: NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA	1	8	1
FAMILY: PGF_00024677	FAMILY Name: NADH-ubiquinone oxidoreductase 39 KD subunit (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024687	FAMILY Name: NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024692	FAMILY Name: NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024728	FAMILY Name: NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024735	FAMILY Name: NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024742	FAMILY Name: NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024746	FAMILY Name: NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	1	8	1
FAMILY: PGF_00024801	FAMILY Name: NADH:ubiquinone oxidoreductase 17.2 kD subunit	1	8	1
FAMILY: PGF_00024851	FAMILY Name: Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	1	8	1
FAMILY: PGF_00024855	FAMILY Name: NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)	1	8	1
FAMILY: PGF_00024908	FAMILY Name: NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) / NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	1	8	1
FAMILY: PGF_00025003	FAMILY Name: NLP/P60 family lipoprotein	1	8	1
FAMILY: PGF_00025078	FAMILY Name: NTP pyrophosphohydrolases including oxidative damage repair enzymes	1	8	1
FAMILY: PGF_00025090	FAMILY Name: Acetolactate synthase large subunit (EC 2.2.1.6)	1	8	1
FAMILY: PGF_00025215	FAMILY Name: Acetolactate synthase small subunit (EC 2.2.1.6)	1	8	1
FAMILY: PGF_00025335	FAMILY Name: Na+/proline symporter / Sensor histidine kinase PrlS	1	8	1
FAMILY: PGF_00025489	FAMILY Name: Niacin transporter NiaP	1	8	1
FAMILY: PGF_00025501	FAMILY Name: Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	1	8	1
FAMILY: PGF_00025517	FAMILY Name: Nickel responsive regulator NikR	1	8	1
FAMILY: PGF_00025562	FAMILY Name: Nicotinamidase (EC 3.5.1.19)	1	8	1
FAMILY: PGF_00025590	FAMILY Name: 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [brucebactin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	1	8	1
FAMILY: PGF_00025598	FAMILY Name: Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	1	8	1
FAMILY: PGF_00025623	FAMILY Name: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	1	8	1
FAMILY: PGF_00025639	FAMILY Name: Acetyl-CoA acetyltransferase (EC 2.3.1.9)	1	8	1
FAMILY: PGF_00025653	FAMILY Name: NifU-like domain protein	1	8	1
FAMILY: PGF_00025679	FAMILY Name: Acetyl-CoA acetyltransferase (EC 2.3.1.9) @ 3-oxoadipyl-CoA thiolase (EC 2.3.1.174)	1	8	1
FAMILY: PGF_00025749	FAMILY Name: Nitric oxide -responding transcriptional regulator NnrA (Crp/Fnr family)	1	8	1
FAMILY: PGF_00025751	FAMILY Name: Nitric oxide -responding transcriptional regulator NnrB (Crp/Fnr family)	1	8	1
FAMILY: PGF_00025762	FAMILY Name: Nitric oxide reductase activation protein NorE	1	8	1
FAMILY: PGF_00025772	FAMILY Name: Nitric oxide reductase activation protein NorF	1	8	1
FAMILY: PGF_00025786	FAMILY Name: Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	8	1
FAMILY: PGF_00025788	FAMILY Name: Nitric-oxide reductase subunit C (EC 1.7.99.7)	1	8	1
FAMILY: PGF_00025847	FAMILY Name: Nitrite reductase accessory protein NirV	1	8	1
FAMILY: PGF_00025890	FAMILY Name: Nitrogen regulation protein NtrB (EC 2.7.13.3)	1	8	1
FAMILY: PGF_00025914	FAMILY Name: Nitrogen regulation protein NtrX	1	8	1
FAMILY: PGF_00026050	FAMILY Name: Nitroreductase family protein	1	8	1
FAMILY: PGF_00026067	FAMILY Name: Nitrous oxide reductase maturation periplasmic protein NosX	1	8	1
FAMILY: PGF_00026074	FAMILY Name: Nitrous oxide reductase maturation protein NosF (ATPase)	1	8	1
FAMILY: PGF_00026077	FAMILY Name: Nitrous oxide reductase maturation protein NosR	1	8	1
FAMILY: PGF_00026086	FAMILY Name: Nitrous oxide reductase maturation transmembrane protein NosY	1	8	1
FAMILY: PGF_00026089	FAMILY Name: Nitrous-oxide reductase (EC 1.7.99.6)	1	8	1
FAMILY: PGF_00026177	FAMILY Name: Nodulation protein N	1	8	1
FAMILY: PGF_00026210	FAMILY Name: Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8) / Acyl-CoA:acetate CoA-transferase, beta subunit (EC 2.8.3.8)	1	8	1
FAMILY: PGF_00026279	FAMILY Name: Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	1	8	1
FAMILY: PGF_00026297	FAMILY Name: Novel Xylose regulator from LacI family	1	8	1
FAMILY: PGF_00026362	FAMILY Name: Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)	1	8	1
FAMILY: PGF_00026382	FAMILY Name: Nucleoside ABC transporter, permease protein 1	1	8	2
FAMILY: PGF_00026409	FAMILY Name: Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	1	8	1
FAMILY: PGF_00026446	FAMILY Name: Nucleoside-diphosphate-sugar epimerases	1	8	1
FAMILY: PGF_00026453	FAMILY Name: Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	1	8	1
FAMILY: PGF_00026545	FAMILY Name: Nudix hydrolase family protein PA3470	1	8	1
FAMILY: PGF_00026614	FAMILY Name: Acetylglutamate kinase (EC 2.7.2.8)	1	8	1
FAMILY: PGF_00026615	FAMILY Name: Acetylglutamate kinase (EC 2.7.2.8)	1	8	1
FAMILY: PGF_00026888	FAMILY Name: Oligoendopeptidase F (EC 3.4.24.-)	1	8	1
FAMILY: PGF_00026934	FAMILY Name: Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	2	16	2
FAMILY: PGF_00026991	FAMILY Name: Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1) / Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	1	8	1
FAMILY: PGF_00027002	FAMILY Name: ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)	4	32	4
FAMILY: PGF_00027012	FAMILY Name: Oligopeptide transport system permease protein AppC	1	8	1
FAMILY: PGF_00027069	FAMILY Name: Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)	1	8	1
FAMILY: PGF_00027153	FAMILY Name: Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	1	8	1
FAMILY: PGF_00027212	FAMILY Name: Outer membrane protein W precursor	1	8	1
FAMILY: PGF_00027308	FAMILY Name: Acetyltransferase	1	8	1
FAMILY: PGF_00027464	FAMILY Name: Organic hydroperoxide resistance protein	1	8	1
FAMILY: PGF_00027512	FAMILY Name: Ornithine aminotransferase (EC 2.6.1.13); Succinylornithine transaminase (EC 2.6.1.81); Acetylornithine aminotransferase (EC 2.6.1.11)	1	8	1
FAMILY: PGF_00027608	FAMILY Name: Signal transduction histidine kinase	1	8	1
FAMILY: PGF_00027613	FAMILY Name: Osmoprotectant ABC transporter inner membrane protein YehW	1	8	1
FAMILY: PGF_00027696	FAMILY Name: Outer membrane and periplasm component of type IV secretion of T-DNA complex, has secretin-like domain, VirB9	1	8	1
FAMILY: PGF_00027706	FAMILY Name: Outer membrane autotransporter	1	8	3
FAMILY: PGF_00027752	FAMILY Name: Outer membrane component of TAM transport system	1	8	1
FAMILY: PGF_00027831	FAMILY Name: Outer membrane beta-barrel assembly protein BamE	1	8	1
FAMILY: PGF_00027855	FAMILY Name: Outer membrane lipoprotein omp10 precursor	1	8	1
FAMILY: PGF_00027866	FAMILY Name: Outer membrane lipoprotein-related protein	1	8	1
FAMILY: PGF_00027970	FAMILY Name: Acetyltransferase, GNAT family	1	8	1
FAMILY: PGF_00028473	FAMILY Name: Outer surface protein	2	16	2
FAMILY: PGF_00028563	FAMILY Name: Oxidoreductase	1	8	1
FAMILY: PGF_00028652	FAMILY Name: Oxidoreductase	1	8	1
FAMILY: PGF_00028700	FAMILY Name: Oxidoreductase probably involved in sulfite reduction	1	8	1
FAMILY: PGF_00028725	FAMILY Name: Oxidoreductase, FAD-binding protein	2	16	2
FAMILY: PGF_00028731	FAMILY Name: Oxidoreductase, FMN-binding	1	8	1
FAMILY: PGF_00028744	FAMILY Name: Oxidoreductase, Gfo/Idh/MocA family	1	8	1
FAMILY: PGF_00028755	FAMILY Name: Oxidoreductase, Gfo/Idh/MocA family	1	8	1
FAMILY: PGF_00028756	FAMILY Name: Oxidoreductase, Gfo/Idh/MocA family	1	8	1
FAMILY: PGF_00028759	FAMILY Name: Oxidoreductase, Gfo/Idh/MocA family	1	8	1
FAMILY: PGF_00028981	FAMILY Name: P-hydroxybenzoate hydroxylase (EC 1.14.13.2)	1	8	0
FAMILY: PGF_00029411	FAMILY Name: PROBABLE LACTOYLGLUTATHIONE LYASE (EC 4.4.1.5)	1	8	1
FAMILY: PGF_00029464	FAMILY Name: PTS IIA-like nitrogen-regulatory protein PtsN	1	8	1
FAMILY: PGF_00029917	FAMILY Name: Pantoate--beta-alanine ligase (EC 6.3.2.1)	1	8	1
FAMILY: PGF_00029921	FAMILY Name: Pantothenate kinase (EC 2.7.1.33)	1	8	1
FAMILY: PGF_00030086	FAMILY Name: Patatin-like phospholipase domain protein	1	8	1
FAMILY: PGF_00030168	FAMILY Name: Penicillin acylase (EC 3.5.1.11)	1	8	1
FAMILY: PGF_00030246	FAMILY Name: Penicillin-insensitive murein endopeptidase	1	8	1
FAMILY: PGF_00030498	FAMILY Name: Peptidase family M23	1	8	1
FAMILY: PGF_00030640	FAMILY Name: Peptide chain release factor 1	1	8	1
FAMILY: PGF_00030643	FAMILY Name: Peptide chain release factor 3	1	8	1
FAMILY: PGF_00030737	FAMILY Name: Peptidoglycan hydrolase VirB1, involved in T-DNA transfer	1	8	1
FAMILY: PGF_00030774	FAMILY Name: Peptidoglycan-binding protein	1	8	1
FAMILY: PGF_00031059	FAMILY Name: Periplasmic protein p19 involved in high-affinity Fe2+ transport	1	8	1
FAMILY: PGF_00031127	FAMILY Name: Periplasmic thiol:disulfide interchange protein DsbA	1	8	1
FAMILY: PGF_00031585	FAMILY Name: Peroxiredoxin	1	8	1
FAMILY: PGF_00031935	FAMILY Name: Phage integrase family protein	1	8	1
FAMILY: PGF_00031948	FAMILY Name: Phage integrase family protein	1	8	1
FAMILY: PGF_00031985	FAMILY Name: Phage integrase family protein	1	8	1
FAMILY: PGF_00032637	FAMILY Name: Phage repressor	1	8	1
FAMILY: PGF_00033063	FAMILY Name: Phenylacetic acid degradation-related protein	1	8	1
FAMILY: PGF_00033095	FAMILY Name: Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	1	8	1
FAMILY: PGF_00033187	FAMILY Name: Phosphatase/phosphohexomutase	1	8	1
FAMILY: PGF_00033237	FAMILY Name: Phosphate starvation-inducible protein PhoH, predicted ATPase	1	8	1
FAMILY: PGF_00033253	FAMILY Name: Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	1	8	1
FAMILY: PGF_00033278	FAMILY Name: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases	1	8	1
FAMILY: PGF_00033289	FAMILY Name: Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	1	8	1
